id,first_name,gender,age,expected_years_left,total years,criminal,IQ,health,job,skill,race,university,country,drug_use,smoking,relative_bais,psychopath,no_of_dependant,no_of_pet,killer,contribution_to_humanity
623,Irwin,Male,35,33,68,0.0,100,1,Biostatistician II,Help Desk Support,Chippewa,Universidade de Guarulhos,Brazil,0,Weekly,1,0,3.0,2.0,0,0
624,Vin,Female,26,25,51,0.0,101,0,Analog Circuit Design manager,Economic Research,Colombian,"London School of Economics and Political Science, University of London",United Kingdom,0,Never,0,0,2.0,0.0,0,0
625,Hartley,Male,30,16,46,0.0,95,1,Assistant Professor,Airports,Yaqui,University of the City of Manila,Philippines,0,Never,0,0,5.0,0.0,0,0
626,Iain,Male,20,8,28,0.0,75,0,Technical Writer,Xsan,Nicaraguan,Vyatka State Pedagogical University,Russia,0,Often,1,1,3.0,0.0,0,0
627,Clifford,Male,17,24,41,0.0,91,0,Social Worker,NTSC,Native Hawaiian and Other Pacific Islander (NHPI),Saint Ferdinand College,Philippines,Weekly,0,0,0,3.0,1.0,0,0
628,Mohammed,Male,19,16,35,0.0,86,1,Sales Associate,XMPie,Cheyenne,Southern Medial University,China,Seldom,Yearly,0,0,6.0,0.0,0,0
629,Ricca,Female,28,23,51,0.0,135,0,Sales Associate,Football,Native Hawaiian and Other Pacific Islander (NHPI),Xinjiang Normal University,China,0,Yearly,0,0,8.0,2.0,0,0
630,Donetta,Female,31,31,62,0.0,91,0,Administrative Officer,Cash Handling,Cuban,Russian State Hydrometeorological University,Russia,0,Daily,1,0,0.0,0.0,0,0
631,Brittni,Female,15,26,41,0.0,102,1,Environmental Specialist,FF&amp;E Specifications,Paiute,Universidade de Itaúna,Brazil,0,0,0,0,6.0,0.0,0,0
632,Leoine,Female,36,33,69,0.0,88,0,Human Resources Manager,Type Design,Colville,Harbin University of Civil Engineering & Architecture,China,0,Yearly,0,0,0.0,5.0,0,0
633,Merl,Female,32,23,55,0.0,80,0,Budget/Accounting Analyst I,YouTube,Malaysian,Baltic State Technical University,Russia,0,0,1,0,3.0,0.0,0,0
634,Frances,Female,54,23,77,0.0,96,0,Senior Financial Analyst,MPEG-4,Hmong,Universidad Católica de Salta,Argentina,Never,Daily,1,0,2.0,0.0,0,0
635,Packston,Male,48,15,63,0.0,72,0,Web Designer III,New Product Ideas,Pueblo,Universidade de Uberaba,Brazil,0,0,0,0,0.0,1.0,0,0
636,Ken,Male,34,16,50,0.0,108,0,Help Desk Operator,uC/OS-II,Tohono O'Odham,University of Belgrade,Serbia,0,Yearly,0,0,0.0,0.0,0,0
637,Avictor,Male,27,17,44,0.0,89,1,Teacher,Current Affairs,Puget Sound Salish,Novosibirsk State Music Academy M. Glinka,Russia,0,0,0,1,4.0,3.0,0,0
638,Gawen,Male,35,14,49,0.0,120,0,Technical Writer,NCBI,Melanesian,Swiss German University,Indonesia,0,0,0,0,2.0,5.0,1,0
639,Remus,Male,29,21,50,0.0,92,0,Sales Associate,NICET,Salvadoran,Danang College Of Technology,Vietnam,0,0,0,0,5.0,0.0,0,0
640,Toddie,Male,21,20,41,0.0,133,1,Environmental Tech,Piping,Thai,Xi'an University of Electronic Science and Technology,China,Seldom,Often,1,0,0.0,2.0,0,0
641,Eberhard,Male,26,28,54,0.0,93,0,Legal Assistant,Behavior Based Safety,Chamorro,Zaporizhzhe National University,Ukraine,0,0,0,0,5.0,0.0,0,0
642,Beverley,Female,10,19,29,0.0,93,0,Nuclear Power Engineer,Operating Room,Native Hawaiian,"Federal University of Technology, Akure",Curacao,Yearly,Monthly,0,0,2.0,6.0,0,0
643,Gracia,Female,30,18,48,0.0,92,0,Web Designer I,Songwriting,Seminole,Universitas Syiah Kuala,Indonesia,0,Once,1,1,0.0,3.0,0,0
644,Georgena,Female,42,15,57,0.0,117,1,Project Manager,RDP,Central American,Molde University College,Norway,Daily,0,1,0,2.0,1.0,0,0
645,Anatol,Male,26,21,47,0.0,109,0,Media Manager I,Cross Functional Team Building,Paiute,Sterlitamak State Pedagogical Institute,Russia,0,0,0,0,0.0,0.0,0,0
646,Rockie,Male,32,32,64,1.0,88,1,Technical Writer,Cyberlaw,Delaware,French Institute of Management,Poland,0,0,0,0,4.0,4.0,0,0
647,Kati,Female,30,17,47,0.0,109,0,Senior Cost Accountant,Health Economics,Comanche,Juntendo University,Japan,0,Daily,0,0,0.0,4.0,0,0
648,Cesar,Male,30,20,50,0.0,115,1,Recruiting Manager,MICROS,Lumbee,Universidad Arcis,Chile,Never,0,0,0,3.0,1.0,0,0
649,Stirling,Male,50,13,63,0.0,132,0,Automation Specialist II,XAUI,Potawatomi,Pawel Wlodkowic University College in Plock,Poland,0,0,1,0,0.0,0.0,0,0
650,Carin,Female,39,22,61,0.0,108,1,Staff Accountant II,OTV,Melanesian,Universitas Sriwijaya,Indonesia,0,Often,0,0,2.0,2.0,0,0
651,Ray,Male,33,26,59,0.0,97,0,Analog Circuit Design manager,Aquaponics,Osage,Southern Connecticut State University,United States,Often,Seldom,0,0,3.0,5.0,0,0
652,Nikki,Female,25,25,50,0.0,95,1,Human Resources Manager,TPD,Native Hawaiian,Shenzhen University,China,0,0,0,0,8.0,2.0,0,0
653,Uriel,Male,30,25,55,0.0,88,0,Clinical Specialist,BPA,Comanche,Centro Universitário Serra dos Órgãos,Brazil,0,Seldom,1,0,2.0,1.0,0,0
654,Ricki,Female,22,25,47,0.0,121,0,Product Engineer,Medical-Surgical,Hmong,Philippine Normal University,Philippines,Often,Often,1,1,1.0,4.0,0,0
655,Rosanne,Female,25,37,62,0.0,100,0,Account Coordinator,HFC,Panamanian,Tokyo Women's Medial College,Japan,Never,0,0,1,0.0,1.0,0,0
656,Sheilakathryn,Female,31,29,60,0.0,88,0,Business Systems Development Analyst,Eblasts,Argentinian,Volgograd State Technical University,Russia,Seldom,Daily,1,0,4.0,3.0,0,0
657,Riccardo,Male,31,23,54,0.0,111,0,Product Engineer,7 QC Tools,Potawatomi,Ecole Nationale Supérieur de Géologie de Nancy,France,0,0,1,0,7.0,3.0,0,0
658,Kalindi,Female,40,20,60,0.0,96,0,Biostatistician IV,Brand Development,Chippewa,Universidad Pontificia Bolivariana,Colombia,Monthly,0,0,0,7.0,4.0,0,0
659,Milka,Female,26,20,46,0.0,77,0,Chemical Engineer,OSHA 30-Hour,Pakistani,Samar State University,Philippines,Daily,Never,0,0,0.0,0.0,0,0
660,Siegfried,Male,35,27,62,0.0,120,0,Operator,IKEv2,Ottawa,Zhongnan University of Technology,China,0,Often,0,0,1.0,0.0,0,0
661,Lannie,Male,12,25,37,0.0,123,1,Research Associate,QMF,Micronesian,Jishou University,China,0,0,0,0,4.0,0.0,0,0
662,Angus,Male,34,28,62,0.0,99,1,Geological Engineer,NSS,Ottawa,Palacky University,Czech Republic,0,0,1,1,0.0,4.0,0,0
663,Maury,Male,19,19,38,0.0,102,0,Web Developer I,Erosion,Hmong,Jiangxi Agricultural University,China,Once,Monthly,1,0,0.0,1.0,0,0
664,Florentia,Female,24,9,33,0.0,108,1,Financial Advisor,SFE,Hmong,Baltic International Academy,Latvia,Yearly,Daily,0,0,5.0,0.0,0,0
665,Bastien,Male,26,20,46,0.0,71,0,Senior Cost Accountant,Pastoral Counseling,Ute,Luzhou Medical College,China,0,Often,0,0,7.0,0.0,0,0
666,Randa,Female,15,14,29,0.0,138,0,Geologist III,MPLAB,Colville,Hunan Agricultural University,China,Once,Daily,0,0,0.0,0.0,0,0
667,Petrina,Female,47,17,64,0.0,62,1,Recruiter,Zooarchaeology,Pima,International University Institute of Luxembourg,Luxembourg,Once,0,0,0,0.0,0.0,0,0
668,Henri,Male,36,13,49,1.0,99,0,Occupational Therapist,EWB,Guatemalan,Srinakharinwirot University,Thailand,Once,0,0,0,1.0,4.0,0,0
669,Hewie,Male,44,13,57,0.0,118,0,Software Engineer IV,Human Capital Management,Sioux,Universitas Merdeka Malang,Indonesia,0,0,1,0,0.0,0.0,0,0
670,Jervis,Male,-1,13,12,0.0,139,1,Automation Specialist IV,Risk Assessment,Cherokee,Shanxi Agricultural University,China,0,0,1,0,7.0,0.0,0,1
671,Bentley,Male,24,3,27,0.0,125,0,Computer Systems Analyst II,OWASP,Malaysian,Abo Akademi University,Finland,0,Once,0,1,0.0,0.0,0,0
672,Devland,Male,44,17,61,0.0,88,0,Research Associate,Lecturing,Pakistani,University of South Africa,South Africa,Never,Never,1,0,2.0,0.0,0,0
673,Skell,Male,25,21,46,0.0,68,0,Programmer Analyst III,Core Banking,Mexican,Ecole Supérieure de Chimie Organique et Minérale,France,0,0,0,0,6.0,1.0,1,0
674,Johnathan,Male,28,16,44,0.0,109,0,Paralegal,Key Account Relationship Building,Creek,Universitas Kristen Indonesia,Indonesia,Often,Daily,0,1,2.0,2.0,0,0
675,Jarad,Male,27,5,32,0.0,102,1,Automation Specialist II,Fashion Blogging,Yakama,Water Resources University,Vietnam,0,0,1,0,0.0,0.0,0,0
676,Nico,Male,33,37,70,0.0,108,1,Statistician II,Publicity,Kiowa,Sichuan University,China,Monthly,0,1,0,0.0,0.0,0,0
677,Cori,Male,32,26,58,0.0,83,1,Programmer Analyst I,Test Planning,Bolivian,Chongqing University of Communications,China,0,Yearly,0,0,1.0,1.0,0,0
678,Frederigo,Male,31,16,47,0.0,91,0,Marketing Assistant,Avid Xpress,Yuman,Cavendish University,Zambia,0,0,0,0,1.0,0.0,0,0
679,Blancha,Female,11,18,29,0.0,69,0,VP Accounting,Affiliate Marketing,White,Civil Aviation University of China,China,0,0,0,0,0.0,0.0,0,0
680,Brynne,Female,35,29,64,0.0,137,1,Media Manager II,IEC 61850,Lumbee,Universidad de Huánuco,Peru,Weekly,0,0,0,0.0,0.0,0,0
681,Carrissa,Female,23,19,42,0.0,80,0,Recruiting Manager,Gardening,Chinese,Inner Mongolia University,China,0,Seldom,0,0,0.0,0.0,0,0
682,Sidoney,Female,42,16,58,0.0,60,1,Editor,Financial Audits,Filipino,Simpson College,United States,Never,0,0,0,0.0,1.0,0,0
683,Gale,Female,26,8,34,0.0,94,0,Community Outreach Specialist,EIP,Delaware,"Swinburne University of Technology, Sarawak Campus",Malaysia,0,0,1,0,3.0,0.0,0,0
684,Fair,Male,22,16,38,0.0,100,0,Geologist II,GSX,Puerto Rican,Danville Area Community College,United States,0,Monthly,1,0,4.0,1.0,0,0
685,Sophie,Female,30,15,45,0.0,101,0,Nurse,Non-fiction,Potawatomi,Brno University of Technology,Czech Republic,0,0,1,0,7.0,2.0,1,1
686,Ingaborg,Female,17,11,28,0.0,98,1,VP Marketing,Clarity FSR,Iroquois,Universidad Nacional de San Antonio Abad,Peru,0,0,0,0,0.0,0.0,1,0
687,Chadwick,Male,20,22,42,0.0,100,0,Desktop Support Technician,QSA,Houma,Hebron University,Palestinian Territory,Weekly,0,1,0,0.0,0.0,0,0
688,Claretta,Female,49,18,67,0.0,86,0,Accountant II,Multiplex PCR,Korean,Universitas Narotama,Indonesia,0,Daily,0,1,0.0,0.0,0,0
689,Quentin,Male,32,17,49,0.0,93,0,Operator,Fly Tying,Pima,University of Education Hradec Kralove,Czech Republic,0,0,1,1,0.0,5.0,0,0
690,Ozzie,Male,24,14,38,0.0,80,1,Quality Engineer,Real Estate,Osage,Business and Hotel Management School,Switzerland,0,0,1,0,5.0,0.0,0,0
691,Daphne,Female,39,37,76,0.0,111,0,Senior Financial Analyst,IFW,Osage,Universitas Gunadarma,Indonesia,0,Seldom,0,0,0.0,0.0,0,0
692,Domenic,Male,50,15,65,0.0,80,0,Senior Quality Engineer,Demand Generation,Samoan,Osaka Sangyo University,Japan,0,Daily,0,0,0.0,1.0,0,0
693,Rozalie,Female,41,18,59,0.0,79,0,Help Desk Technician,CTD,Native Hawaiian and Other Pacific Islander (NHPI),Shanghai Institue of Foreign Trade,China,0,0,1,0,7.0,5.0,0,0
694,Ruben,Male,21,18,39,0.0,110,1,VP Accounting,Grief Counseling,Chilean,Southeastern Louisiana University,United States,0,0,0,0,0.0,0.0,0,0
695,Freedman,Male,19,13,32,0.0,116,1,Environmental Tech,Urdu,Nicaraguan,Poltava University of Consumer Cooperatives in Ukraine,Ukraine,Once,0,1,0,4.0,0.0,0,0
696,Corrie,Female,40,26,66,0.0,74,0,Database Administrator IV,XPAC,Filipino,Huazhong Agricultural University,China,0,0,0,0,0.0,0.0,0,0
697,Harwell,Male,59,22,81,0.0,126,0,Media Manager IV,Equity Capital Markets,Asian Indian,Fuzhou University,China,Often,0,0,0,0.0,1.0,0,0
698,Axe,Male,36,28,64,0.0,110,0,Safety Technician II,Athletic Administration,Chamorro,Universidade Moderna de Lisboa,Portugal,Weekly,Once,0,0,0.0,3.0,0,0
699,Ave,Male,16,17,33,0.0,109,0,Programmer II,UV Mapping,Thai,Ecole des Hautes Etudes Commerciales du Nord,France,Weekly,0,0,0,6.0,3.0,0,0
700,Jody,Female,52,19,71,0.0,130,1,Quality Engineer,JBoss EAP,Yakama,Instituto Politécnico de Leiria,Portugal,0,0,0,0,4.0,0.0,0,0
701,Belicia,Female,44,10,54,0.0,111,0,Structural Engineer,IHE,Crow,Kyungnam University,South Korea,Never,Monthly,0,1,0.0,4.0,0,0
702,Delmer,Male,15,24,39,0.0,75,0,Developer IV,DFR,Delaware,Södertörn University College,Sweden,0,Weekly,0,0,0.0,2.0,0,0
703,Rayshell,Female,29,26,55,0.0,94,1,Director of Sales,Small Business Online Marketing,Chilean,Northern Jiaotong University,China,0,Once,0,0,0.0,0.0,0,0
704,Annamaria,Female,23,25,48,0.0,107,1,Structural Engineer,DC Power,Cherokee,Jewish University in Moscow,Russia,0,0,1,0,0.0,7.0,0,0
705,Cairistiona,Female,18,23,41,0.0,94,0,Help Desk Technician,System Testing,Colombian,Hanoi University of Science & Technology,Vietnam,0,0,1,0,6.0,4.0,0,0
706,Kariotta,Female,37,18,55,0.0,119,0,Help Desk Operator,NCSS,Cree,Taizhou College,China,Never,Weekly,0,0,0.0,0.0,0,0
707,Tim,Female,34,16,50,1.0,78,0,Technical Writer,ASP,Creek,Université Épiscopale d'Haiti,Haiti,0,Often,0,0,6.0,0.0,0,0
708,Lock,Male,54,19,73,0.0,92,1,Office Assistant II,Credit,Spaniard,Universitas Bakrie,Indonesia,0,0,0,0,0.0,1.0,0,0
709,Merwyn,Male,35,13,48,0.0,103,0,Dental Hygienist,SAP BI,Creek,Universitas Indonusa Esa Unggul,Indonesia,0,Seldom,1,0,6.0,2.0,0,0
710,Taddeusz,Male,30,19,49,0.0,99,0,Senior Quality Engineer,Thermal Oxidation,Seminole,Dublin Institute for Advanced Studies,Ireland,0,Weekly,1,0,0.0,1.0,0,0
711,Addy,Female,22,14,36,0.0,100,0,Information Systems Manager,Knowledge Discovery,Nicaraguan,East China Jiao Tong University,China,0,0,1,0,2.0,3.0,0,0
712,Ole,Male,34,19,53,0.0,109,1,Analyst Programmer,Data Entry,Fijian,Universidad Nacional del Noroeste de la Provincia de Buenos Aires,Argentina,0,0,1,0,6.0,0.0,0,0
713,Hatti,Female,23,10,33,0.0,68,1,Financial Advisor,Construction Management,Vietnamese,"Music Academy ""Ignacy Jana Paderewski"" in Poznan",Poland,0,0,1,0,0.0,0.0,0,0
714,Wylie,Male,33,17,50,0.0,97,0,Mechanical Systems Engineer,Jet Ski,Tlingit-Haida,Yanbian University,China,Daily,0,0,0,0.0,4.0,0,0
715,Harold,Male,25,15,40,0.0,101,0,Software Engineer II,Fraud Detection,Spaniard,Higher School o Business in Tarnow,Poland,0,0,0,0,3.0,3.0,0,0
716,Gawen,Male,26,28,54,0.0,121,0,Product Engineer,Shopper Marketing,Hmong,Universidad Privada Franz Tamayo (UNIFRANZ),Bolivia,Often,0,0,0,0.0,0.0,0,0
717,Sal,Female,36,22,58,0.0,61,1,Executive Secretary,Procurement,Tongan,Chalmers University of Technology,Sweden,0,Yearly,0,0,0.0,4.0,0,0
718,Elset,Female,16,26,42,0.0,75,0,Design Engineer,Thin Films,Spaniard,Shanghai Second Medical University,China,Seldom,0,1,0,4.0,0.0,0,0
719,Allan,Male,23,19,42,0.0,82,0,Payment Adjustment Coordinator,JDA,Nicaraguan,University of St. Andrews,United Kingdom,0,0,0,0,4.0,0.0,0,0
720,Grady,Male,29,34,63,0.0,122,0,Engineer IV,NSA-IAM,Ecuadorian,East-Siberian State University of Technology,Russia,Never,0,0,0,8.0,1.0,0,0
721,Sylvia,Female,43,24,67,1.0,118,0,Help Desk Operator,Office Equipment,Costa Rican,Takhar University,Afghanistan,Daily,Often,0,0,3.0,0.0,0,0
722,Corri,Female,29,26,55,0.0,99,0,Occupational Therapist,Songwriting,Cambodian,Instituto Superior Bissaya Barreto,Portugal,Often,0,0,0,0.0,3.0,0,0
723,Rafael,Male,43,31,74,0.0,70,0,Project Manager,Work Very Well with Others,Eskimo,Philippine Women's University,Philippines,0,0,0,0,0.0,2.0,0,0
724,Maddi,Female,15,16,31,0.0,93,0,Analyst Programmer,FCC,Venezuelan,Claflin College,Saint Barthelemy,Yearly,Yearly,0,0,4.0,0.0,0,0
725,Averill,Male,25,28,53,0.0,95,1,Compensation Analyst,VTC,Indonesian,Universidad Nacional de Formosa,Argentina,Monthly,0,0,0,3.0,0.0,0,0
726,Winni,Female,45,37,82,0.0,98,0,Marketing Manager,HDL Designer,Cherokee,Universidade Federal de Pelotas,Brazil,0,0,0,0,4.0,6.0,0,0
727,Jackquelin,Female,43,0,43,0.0,107,0,Nurse,Yardi,Alaskan Athabascan,Universidad del Pacifico,Ecuador,0,0,1,0,0.0,0.0,0,0
728,Glenda,Female,28,35,63,1.0,111,0,Senior Cost Accountant,VRML,Mexican,Capital Normal University,China,0,0,0,0,0.0,0.0,0,0
729,Rodolph,Male,26,15,41,0.0,111,0,VP Quality Control,InfoComm CTS,White,Beijing Information Science and Technology University,China,0,Never,1,0,2.0,1.0,0,0
730,Kay,Female,33,7,40,0.0,105,1,Clinical Specialist,Usability Engineering,Cherokee,Linköping University,Sweden,0,0,0,0,0.0,0.0,0,0
731,Gottfried,Male,45,15,60,0.0,110,0,VP Product Management,VLSI CAD,Native Hawaiian,University of San Jose Recoletos,Philippines,0,0,1,0,0.0,2.0,0,0
732,Cary,Male,30,9,39,0.0,110,1,Technical Writer,DV,Bolivian,National University,Philippines,0,Once,0,0,0.0,0.0,0,0
733,Brittni,Female,23,22,45,0.0,78,0,Mechanical Systems Engineer,Yield Management,Sri Lankan,Technical University of Mining and Metallurgy Ostrava,Czech Republic,0,0,1,0,0.0,0.0,0,0
734,Jeff,Male,10,22,32,1.0,77,0,Paralegal,Eplan,Latin American Indian,Université de Ouagadougou,Burkina Faso,0,0,0,0,8.0,2.0,0,0
735,Friedrich,Male,33,28,61,0.0,116,1,Desktop Support Technician,UML,Chickasaw,Universidad Privada Sergio Bernales,Peru,0,Yearly,0,1,0.0,4.0,0,0
736,Patrizius,Male,22,14,36,0.0,95,1,Analyst Programmer,Autodesk Inventor,Cree,Universidade Regional Integrada do Alto Uruguai e das Missões,Brazil,0,Weekly,0,0,3.0,0.0,0,0
737,Olivette,Female,41,22,63,0.0,112,0,Actuary,VCT,Potawatomi,Ecole Nationale du Génie de l'Eau et de l'Environnement de Strasbourg,France,0,0,1,0,10.0,1.0,0,0
738,Reagen,Male,35,21,56,0.0,108,0,Internal Auditor,Snacks,Sioux,"International University of Fundamental Studies, St. Petersburg",Russia,0,0,0,0,6.0,0.0,0,0
739,Jo,Male,45,25,70,0.0,113,0,Engineer IV,Juvenile Delinquency,Micronesian,Samara State Aerospace University,Russia,0,0,0,0,5.0,0.0,0,0
740,Vassili,Male,26,19,45,0.0,142,0,Research Nurse,Wheat,Cambodian,Aria Institute of Higher Education,Afghanistan,0,0,0,0,0.0,0.0,0,0
741,Chad,Female,37,-2,35,1.0,123,1,Design Engineer,Erosion,Colombian,Universitas Widyatama,Indonesia,0,Monthly,0,0,5.0,0.0,0,0
742,Jude,Male,11,14,25,0.0,88,0,Administrative Officer,SnagIt,Kiowa,Cevro Institut College,Czech Republic,0,0,0,0,0.0,2.0,0,0
743,Rhianna,Female,42,4,46,0.0,76,1,Legal Assistant,WPC,Micronesian,State University of Management,Russia,0,0,0,0,8.0,2.0,0,0
744,Stanislaus,Male,23,24,47,0.0,71,0,VP Accounting,TV Distribution,Seminole,College of St. Mary,United States,Weekly,Daily,1,0,7.0,0.0,0,0
745,Gregor,Male,30,25,55,0.0,91,0,Sales Associate,Supply Chain Optimization,Dominican (Dominican Republic),Silpakorn University,Thailand,0,0,0,1,2.0,5.0,0,0
746,Sergeant,Male,24,29,53,0.0,81,0,Environmental Tech,Aircraft Maintenance,Cuban,Universiti Teknologi Malaysia,Malaysia,Weekly,Weekly,0,0,3.0,2.0,0,0
747,Brooke,Male,27,20,47,0.0,98,1,Electrical Engineer,WCSF,Uruguayan,Universitas Jenderal Soedirman,Indonesia,0,0,1,0,11.0,1.0,0,0
748,Andy,Female,19,16,35,0.0,97,0,Associate Professor,White Collar Criminal Defense,Chippewa,Université Moulay Ismail Meknès,Morocco,Monthly,0,0,0,4.0,3.0,0,0
749,Ricoriki,Male,41,21,62,0.0,121,0,Engineer I,JDBC,Kiowa,Azerbaijan Toursim Institute,Azerbaijan,0,0,1,0,6.0,2.0,0,0
750,Granny,Male,26,13,39,0.0,95,0,Media Manager IV,SR&amp;ED,Chilean,Adventist University of the Philippines,Philippines,Never,0,0,0,1.0,1.0,0,0
751,Adriaens,Female,27,17,44,0.0,105,0,Analog Circuit Design manager,FPGA,Central American,Instituto Politécnico de Castelo Branco,Portugal,Never,0,0,0,0.0,1.0,0,0
752,Kat,Female,34,20,54,0.0,87,1,Programmer Analyst IV,MS Integration Services,Bangladeshi,University of Education Hradec Kralove,Czech Republic,0,Seldom,0,0,5.0,3.0,0,0
753,Pammi,Female,36,28,64,0.0,90,1,VP Quality Control,Writing,Pakistani,Central China Normal University,China,0,0,1,0,11.0,4.0,0,0
754,Parker,Male,23,23,46,0.0,91,1,Design Engineer,Xactly Incent,Filipino,Shanxi Agricultural University,China,0,0,0,0,5.0,4.0,0,0
755,Reinhard,Male,14,21,35,0.0,77,0,VP Marketing,PIX,American Indian and Alaska Native (AIAN),University of Waikato,New Zealand,0,0,1,0,3.0,0.0,0,0
756,Heinrik,Male,22,15,37,0.0,104,0,Computer Systems Analyst IV,Quality Management,Chickasaw,Chongqing Vocational College of Public Transportation,China,0,Yearly,1,0,4.0,0.0,0,0
757,Cobbie,Male,48,15,63,0.0,103,0,Administrative Officer,AMBA AHB,Honduran,China Three Gorges University,China,0,0,1,0,0.0,0.0,0,0
758,Gaelan,Male,20,24,44,0.0,91,0,Occupational Therapist,CCNP,Navajo,Henan Buddhist College,China,0,0,1,0,0.0,0.0,0,0
759,Fax,Male,21,20,41,0.0,51,0,Senior Quality Engineer,XCAP,Cheyenne,Cheljabinsk State University,Russia,0,0,0,0,1.0,0.0,0,0
760,Brenden,Male,39,16,55,0.0,102,1,Electrical Engineer,NWDI,Mexican,Fachhochschule Hof,Germany,0,0,0,0,6.0,2.0,0,0
761,Shaine,Male,35,29,64,0.0,78,1,Administrative Officer,Business Owner Planning,Nicaraguan,Universitas Lampung,Indonesia,0,0,1,0,1.0,0.0,0,0
762,Todd,Male,35,16,51,0.0,80,0,Librarian,XSL-FO,Aleut,Universitas Pancasakti Tegal,Indonesia,Often,0,0,0,1.0,0.0,0,0
763,Eli,Male,50,29,79,0.0,121,0,Senior Editor,QPST,Mexican,Posts & Telecommunications Institute of Technology,Vietnam,Weekly,Once,0,0,3.0,2.0,0,0
764,Nikolos,Male,21,21,42,0.0,65,1,Statistician IV,Oracle ERP,Chinese,Arab Academy for Science & Technology,Egypt,0,Seldom,1,0,0.0,1.0,0,0
765,Wyatt,Male,22,23,45,0.0,92,0,Quality Engineer,DDNS,Alaska Native,Institut Prima Bestari - Pine Academy ,Malaysia,Yearly,0,0,0,4.0,1.0,0,0
766,Chalmers,Male,36,27,63,0.0,77,0,Environmental Specialist,LPG,Polynesian,Chongqing Telecommunication College,China,Often,0,0,0,1.0,4.0,0,0
767,Merv,Male,29,26,55,0.0,92,1,Assistant Professor,ABAP-OO,Creek,Universitas Negeri Gorontalo,Indonesia,0,0,0,0,4.0,2.0,0,0
768,Griffie,Male,23,16,39,0.0,149,0,Programmer III,Japanese to English,Kiowa,University of Mauritius,Mauritius,0,Seldom,1,0,6.0,0.0,0,0
769,Shoshana,Female,38,23,61,0.0,121,0,Health Coach I,NGN,Sri Lankan,Suzhou University,China,Once,0,1,0,1.0,0.0,1,0
770,Herculie,Male,31,14,45,0.0,88,1,Desktop Support Technician,GSI,Spaniard,Universitas Lancang Kuning,Indonesia,0,0,0,0,0.0,5.0,1,0
771,Artemus,Male,42,19,61,0.0,111,0,Librarian,Ubercart,Honduran,Aegean University,Greece,0,0,0,1,11.0,3.0,0,0
772,Aharon,Male,37,20,57,0.0,103,1,VP Quality Control,Hyperion EPM,Cree,Medical Academy in Lodz,Poland,0,0,0,0,2.0,0.0,0,0
773,Elaina,Female,48,17,65,0.0,108,1,Safety Technician IV,Turf,Cheyenne,Liaoning University,China,0,0,0,0,5.0,3.0,0,0
774,Aeriel,Female,31,26,57,0.0,96,0,Graphic Designer,Joomla,Mexican,China University of Mining Technology - Xuzhou,China,0,0,0,0,5.0,0.0,0,0
775,Lizzy,Female,32,27,59,0.0,117,1,Systems Administrator II,pgAdmin,Puerto Rican,Universidade Cruzeiro do Sul,Brazil,Often,Once,0,0,0.0,0.0,0,0
776,Glennie,Female,36,30,66,0.0,87,1,Occupational Therapist,Tax Preparation,Salvadoran,University College of Applied Sciences,Palestinian Territory,0,0,0,0,3.0,0.0,0,0
